id	title	description	link	image_link	availability	price	brand	condition	product_type	shipping_label	return_policy_label
RPH-61-ACANTHOCALYCIUM	Acanthocalycium Plant	Acanthocalycium is a decorative potted cactus suited to strong light, sharp drainage, and dry watering intervals.	https://rosaryplanthouse.com/plant/61-acanthocalycium/	https://rosaryplanthouse.com/sale_plants/61.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-62-ALOE-BREVIFOLIA-SH	Aloe brevifolia Short Leaved Aloe Plant	Aloe brevifolia Short Leaved Aloe is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/62-aloe-brevifolia-short-leaved-aloe/	https://rosaryplanthouse.com/sale_plants/62.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-63-ECHINOPSIS-SUBDENU	Echinopsis subdenudata Plant	Echinopsis subdenudata is a decorative potted cactus suited to strong light, sharp drainage, and dry watering intervals.	https://rosaryplanthouse.com/plant/63-echinopsis-subdenudata/	https://rosaryplanthouse.com/sale_plants/63.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-65-CRASSULA-FALCATA	Crassula falcata Plant	Crassula falcata is a decorative potted foliage plant suited to bright filtered light, airy soil, and steady drainage.	https://rosaryplanthouse.com/plant/65-crassula-falcata/	https://rosaryplanthouse.com/sale_plants/65.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-66-WINDOW-HAWORTHIA-6	Window Haworthia	Window Haworthia is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/66-window-haworthia/	https://rosaryplanthouse.com/sale_plants/66.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-67-ZEBRA-HAWORTHIA-67	Zebra Haworthia	Zebra Haworthia is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/67-zebra-haworthia/	https://rosaryplanthouse.com/sale_plants/67.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-68-HAWORTHIOPSIS-COAR	Haworthiopsis coarctata Plant	Haworthiopsis coarctata is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/68-haworthiopsis-coarctata/	https://rosaryplanthouse.com/sale_plants/68.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-69-AEONIUM-HAWORTHII	Aeonium haworthii Plant	Aeonium haworthii is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/69-aeonium-haworthii/	https://rosaryplanthouse.com/sale_plants/69.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-72-STRING-OF-PEARLS-7	String of Pearls	String of Pearls is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/72-string-of-pearls/	https://rosaryplanthouse.com/sale_plants/72.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-73-VARIEGATED-BIRD-S-	Variegated Bird's Nest Snake Plant	Variegated Bird's Nest Snake Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/73-variegated-bird-s-nest-snake-plant/	https://rosaryplanthouse.com/sale_plants/73.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-74-GREEN-SPIDER-PLANT	Green Spider Plant	Green Spider Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/74-green-spider-plant/	https://rosaryplanthouse.com/sale_plants/74.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-76-FAIRY-WASHBOARD-76	Fairy Washboard	Fairy Washboard is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/76-fairy-washboard/	https://rosaryplanthouse.com/sale_plants/76.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-77-ANACAMPSEROS-BAESE	Anacampseros baeseckei Plant	Anacampseros baeseckei is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/77-anacampseros-baeseckei/	https://rosaryplanthouse.com/sale_plants/77.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-78-SNAKE-PLANT-TYPE-7	Snake Plant Type	Snake Plant Type is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/78-snake-plant-type/	https://rosaryplanthouse.com/sale_plants/78.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-79-GASTERIA	Gasteria Plant	Gasteria is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/79-gasteria/	https://rosaryplanthouse.com/sale_plants/79.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-82-VARIEGATED-PERIWIN	Variegated Periwinkle	Variegated Periwinkle is a decorative flowering plant suited to bright, airy pot culture.	https://rosaryplanthouse.com/plant/82-variegated-periwinkle/	https://rosaryplanthouse.com/sale_plants/82.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-84-SPOTTED-ALOE-HYBRI	Spotted Aloe Hybrid	Spotted Aloe Hybrid is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/84-spotted-aloe-hybrid/	https://rosaryplanthouse.com/sale_plants/84.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-85-VARIEGATED-NEEDLE-	Variegated Needle Stonecrop	Variegated Needle Stonecrop is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/85-variegated-needle-stonecrop/	https://rosaryplanthouse.com/sale_plants/85.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-86-WINDOW-HAWORTHIA-C	Window Haworthia Cluster	Window Haworthia Cluster is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/86-window-haworthia-cluster/	https://rosaryplanthouse.com/sale_plants/86.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-88-HECHTIA-GLAUCA	Hechtia glauca Plant	Hechtia glauca is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/88-hechtia-glauca/	https://rosaryplanthouse.com/sale_plants/88.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-89-ECHEVERIA-NUDA	Echeveria nuda Plant	Echeveria nuda is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/89-echeveria-nuda/	https://rosaryplanthouse.com/sale_plants/89.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-90-PORTULACARIA	Portulacaria Plant	Portulacaria is a decorative potted foliage plant suited to bright filtered light, airy soil, and steady drainage.	https://rosaryplanthouse.com/plant/90-portulacaria/	https://rosaryplanthouse.com/sale_plants/90.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-91-STRING-OF-BUTTONS-	String of Buttons	String of Buttons is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/91-string-of-buttons/	https://rosaryplanthouse.com/sale_plants/91.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-92-FISHBONE-CACTUS-92	Fishbone Cactus	Fishbone Cactus is a potted cactus suited to bright, sharply drained growing conditions.	https://rosaryplanthouse.com/plant/92-fishbone-cactus/	https://rosaryplanthouse.com/sale_plants/92.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-93-VARIEGATED-SPIDER-	Variegated Spider Plant	Variegated Spider Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/93-variegated-spider-plant/	https://rosaryplanthouse.com/sale_plants/93.jpg	in_stock	39.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-96-STAPELIA-LEPIDA	Stapelia lepida Plant	Stapelia lepida is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/96-stapelia-lepida/	https://rosaryplanthouse.com/sale_plants/96.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-99-AEONIUM-ARBOREUM-G	Aeonium arboreum green Plant	Aeonium arboreum green is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/99-aeonium-arboreum-green/	https://rosaryplanthouse.com/sale_plants/99.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-100-BLACK-ROSE-AEONIUM	Black Rose Aeonium	Black Rose Aeonium is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/100-black-rose-aeonium/	https://rosaryplanthouse.com/sale_plants/100.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-102-SNAKE-PLANT-102	Snake Plant	Snake Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/102-snake-plant/	https://rosaryplanthouse.com/sale_plants/102.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-103-BLUE-CHALKSTICKS	Blue Chalksticks Plant	Blue Chalksticks is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/103-blue-chalksticks/	https://rosaryplanthouse.com/sale_plants/103.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
